GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00000118162.2	Gm50119	chr18:66057127-66057667	processed_pseudogene	-
ENSMUSG00000024518.5	Rax	chr18:66061348-66072858	protein_coding	-
ENSMUSG00000097907.3	Raxos1	chr18:66070609-66073518	lncRNA	+
ENSMUSG00000024519.7	Cplx4	chr18:66088793-66103308	protein_coding	-
ENSMUSG00000041891.17	Lman1	chr18:66113809-66155651	protein_coding	-
ENSMUSG00000117907.2	Gm50142	chr18:66169898-66171354	lncRNA	+
ENSMUSG00000046318.17	Ccbe1	chr18:66178373-66435812	protein_coding	-
ENSMUSG00000117764.2	Gm50143	chr18:66260376-66351359	lncRNA	-
ENSMUSG00000076147.3	Mir694	chr18:66352335-66352404	miRNA	-
ENSMUSG00000085055.3	Gm15958	chr18:66424345-66452716	lncRNA	+
ENSMUSG00000117680.2	Gm50148	chr18:66527368-66527758	processed_pseudogene	+
ENSMUSG00000118228.2	Gm50153	chr18:66539853-66539981	TEC	-
ENSMUSG00000117665.2	Gm20294	chr18:66550399-66550874	processed_pseudogene	+
ENSMUSG00000118218.2	Gm50154	chr18:66551530-66551822	processed_pseudogene	+
ENSMUSG00000024521.9	Pmaip1	chr18:66591604-66598636	protein_coding	+
ENSMUSG00000117884.2	Gm50156	chr18:66624655-66624942	processed_pseudogene	-
ENSMUSG00000118376.2	Gm9926	chr18:66637249-66644816	lncRNA	+
ENSMUSG00000117918.2	Gm50157	chr18:66650067-66650423	processed_pseudogene	-
ENSMUSG00000118148.2	Gm50158	chr18:66682084-66682175	processed_pseudogene	+
ENSMUSG00000089387.3	Gm24679	chr18:66683006-66683116	snoRNA	-
ENSMUSG00000118187.2	Gm36092	chr18:66694686-66695002	processed_pseudogene	-
ENSMUSG00000117843.2	Gm50159	chr18:66738804-66739491	processed_pseudogene	-
ENSMUSG00000118349.2	Gm50160	chr18:66754500-66754704	processed_pseudogene	-
ENSMUSG00000118201.2	Gm50161	chr18:66766805-66767670	lncRNA	-
ENSMUSG00000117750.2	Gm30190	chr18:66769899-66807573	lncRNA	-
ENSMUSG00000117737.2	Gm22219	chr18:66807605-66811032	lncRNA	+
ENSMUSG00002075864.1	7SK	chr18:66809432-66809750	misc_RNA	+
ENSMUSG00000117968.2	Gm50162	chr18:66894203-66935840	lncRNA	+
ENSMUSG00000047259.4	Mc4r	chr18:66990775-66993577	protein_coding	-
ENSMUSG00000118216.2	Gm19784	chr18:67056542-67083094	lncRNA	-
ENSMUSG00000117798.2	Gm50164	chr18:67107236-67110236	lncRNA	+
ENSMUSG00000117868.2	Gm50165	chr18:67162511-67164589	lncRNA	-
ENSMUSG00000117815.2	Gm50166	chr18:67199649-67217451	lncRNA	+
ENSMUSG00000024524.18	Gnal	chr18:67221287-67359863	protein_coding	+
ENSMUSG00000117982.2	Gm50170	chr18:67255803-67258396	TEC	+
ENSMUSG00000118131.2	Gm50167	chr18:67284283-67284443	TEC	-
ENSMUSG00000119766.1	Gm23512	chr18:67307956-67308062	snRNA	-
ENSMUSG00000117757.2	Gm50169	chr18:67336406-67339041	lncRNA	-
ENSMUSG00000109901.3	Chmp1b	chr18:67338437-67340960	protein_coding	+
ENSMUSG00000062526.5	Mppe1	chr18:67358114-67378901	protein_coding	-
ENSMUSG00000024525.8	Impa2	chr18:67422256-67455542	protein_coding	+
ENSMUSG00000046415.12	B430212C06Rik	chr18:67454279-67477173	lncRNA	-
ENSMUSG00000024526.10	Cidea	chr18:67476674-67500855	protein_coding	+
ENSMUSG00000001473.8	Tubb6	chr18:67523787-67535819	protein_coding	+
ENSMUSG00000024527.11	Afg3l2	chr18:67537834-67582242	protein_coding	-
ENSMUSG00002076292.1	ENSMUSG00002076292	chr18:67595412-67595545	snoRNA	+
ENSMUSG00000024530.9	Prelid3a	chr18:67597936-67612905	protein_coding	+
ENSMUSG00000024533.18	Spire1	chr18:67621279-67743860	protein_coding	-
ENSMUSG00000091695.3	Gm17669	chr18:67695464-67695905	processed_pseudogene	+
ENSMUSG00000073542.4	Cep76	chr18:67750870-67774406	protein_coding	-
ENSMUSG00000024537.6	Psmg2	chr18:67774669-67787232	protein_coding	+
ENSMUSG00000024539.18	Ptpn2	chr18:67798581-67857665	protein_coding	-
ENSMUSG00000118134.2	4930549G23Rik	chr18:67901369-67933041	lncRNA	-
ENSMUSG00000097835.2	Gm26910	chr18:67906782-67907927	lncRNA	-
ENSMUSG00000079614.5	Seh1l	chr18:67907946-67928557	protein_coding	+
ENSMUSG00000024542.10	Cep192	chr18:67933177-68018241	protein_coding	+
ENSMUSG00000118326.2	Gm8887	chr18:68040699-68041995	processed_pseudogene	+
ENSMUSG00000024544.10	Ldlrad4	chr18:68066328-68401701	protein_coding	+
ENSMUSG00000117891.2	Gm41764	chr18:68231418-68251445	lncRNA	-
ENSMUSG00000118306.2	Gm18149	chr18:68301519-68302038	processed_pseudogene	-
ENSMUSG00000038121.7	Fam210a	chr18:68393258-68433404	protein_coding	-
ENSMUSG00000098253.3	Mir7219	chr18:68393991-68394044	miRNA	-
ENSMUSG00000009535.14	Rnmt	chr18:68433426-68457923	protein_coding	+
ENSMUSG00000007480.6	Mc5r	chr18:68470667-68475517	protein_coding	+
ENSMUSG00000045569.8	Mc2r	chr18:68539978-68562391	protein_coding	-
ENSMUSG00000118288.2	Gm50258	chr18:68565864-68566248	processed_pseudogene	+
ENSMUSG00000117811.2	Gm29677	chr18:68692493-68699212	lncRNA	+
ENSMUSG00000118041.2	Gm50259	chr18:68701482-68701815	processed_pseudogene	-
ENSMUSG00000118317.2	Gm30641	chr18:68714986-68719405	lncRNA	+
ENSMUSG00000099300.3	Mir6356	chr18:68872471-68872572	miRNA	+
ENSMUSG00000118102.2	Gm50260	chr18:68927010-68938429	lncRNA	-
ENSMUSG00000024546.7	4930546C10Rik	chr18:69022558-69084599	lncRNA	-
ENSMUSG00000098366.3	Mir145b	chr18:69155270-69155344	miRNA	-
ENSMUSG00002075616.1	5S_rRNA	chr18:69307058-69307191	rRNA	-
ENSMUSG00000110211.2	Gm31294	chr18:69326407-69328815	lncRNA	-
ENSMUSG00000117889.2	A730085E03Rik	chr18:69331192-69332071	lncRNA	+
ENSMUSG00000117970.2	Gm4402	chr18:69350572-69355301	lncRNA	+
ENSMUSG00000098060.2	Gm4842	chr18:69389359-69390193	processed_pseudogene	+
ENSMUSG00000053477.19	Tcf4	chr18:69476427-69822150	protein_coding	+
ENSMUSG00002075924.1	5S_rRNA	chr18:69685034-69685142	rRNA	+
ENSMUSG00000119124.1	Y_RNA	chr18:69911007-69911116	misc_RNA	-
ENSMUSG00000118028.2	Gm50215	chr18:70018295-70043795	lncRNA	-
ENSMUSG00000038903.14	Ccdc68	chr18:70058497-70102555	protein_coding	+
ENSMUSG00000084948.2	1700061H18Rik	chr18:70076391-70102680	lncRNA	-
ENSMUSG00000086824.2	4930448D08Rik	chr18:70102748-70105437	lncRNA	+
ENSMUSG00000024511.16	Rab27b	chr18:70112202-70274676	protein_coding	-
ENSMUSG00000117678.2	Gm50219	chr18:70203294-70204212	processed_pseudogene	+
ENSMUSG00000024512.5	Dynap	chr18:70373500-70377653	protein_coding	-
ENSMUSG00000118497.2	Gm36255	chr18:70400442-70409371	protein_coding	-
ENSMUSG00000110495.2	Gm45879	chr18:70565426-70566927	unitary_pseudogene	-
ENSMUSG00000044906.7	4930503L19Rik	chr18:70585283-70605580	protein_coding	-
ENSMUSG00000079608.11	Stard6	chr18:70605525-70634137	protein_coding	+
ENSMUSG00000038425.19	Poli	chr18:70641751-70663691	protein_coding	-
ENSMUSG00000098721.3	Mir6357	chr18:70649857-70649960	miRNA	+
ENSMUSG00000024513.17	Mbd2	chr18:70701260-70759202	protein_coding	+
ENSMUSG00000117810.2	Gm8934	chr18:70780220-70781108	processed_pseudogene	-
ENSMUSG00000118309.2	Gm50261	chr18:70826206-70839568	lncRNA	-
ENSMUSG00000117735.2	Gm18963	chr18:70902533-70903148	processed_pseudogene	+
ENSMUSG00000117932.2	Gm21046	chr18:70914958-70916966	processed_pseudogene	+
ENSMUSG00000118271.2	Gm50262	chr18:71040485-71040722	processed_pseudogene	-
ENSMUSG00000060534.17	Dcc	chr18:71386705-72484140	protein_coding	-
ENSMUSG00000117831.2	Gm6995	chr18:72559597-72560179	processed_pseudogene	-
ENSMUSG00000117984.2	Gm31819	chr18:72823366-72858138	lncRNA	-
ENSMUSG00002074977.1	ENSMUSG00002074977	chr18:73032953-73033058	miRNA	-
ENSMUSG00000118316.2	Gm31908	chr18:73041961-73054161	lncRNA	-
ENSMUSG00002075795.1	5_8S_rRNA	chr18:73666474-73666621	rRNA	-
ENSMUSG00000037253.9	Mex3c	chr18:73706115-73725646	protein_coding	+
ENSMUSG00000064527.4	Gm26438	chr18:73744587-73744693	misc_RNA	+
ENSMUSG00002076644.1	ENSMUSG00002076644	chr18:73757999-73758108	miRNA	+
ENSMUSG00000024515.14	Smad4	chr18:73772080-73836851	protein_coding	-
ENSMUSG00000118185.2	Gm50126	chr18:73800275-73800548	processed_pseudogene	+
ENSMUSG00000117985.2	Gm32548	chr18:73844399-73850664	lncRNA	+
ENSMUSG00000118321.2	Gm17943	chr18:73863836-73864499	processed_pseudogene	+
ENSMUSG00000036941.3	Elac1	chr18:73868109-73887550	protein_coding	-
ENSMUSG00000024556.5	Me2	chr18:73902974-73948520	protein_coding	-
ENSMUSG00000064036.16	Mro	chr18:73992456-74014404	protein_coding	+
ENSMUSG00000024558.13	Mapk4	chr18:74061557-74198430	protein_coding	-
ENSMUSG00000090263.2	D730045A05Rik	chr18:74150978-74153159	lncRNA	+
ENSMUSG00000053861.2	Gm9925	chr18:74198173-74198655	protein_coding	+
ENSMUSG00000036223.17	Ska1	chr18:74328370-74340889	protein_coding	-
ENSMUSG00000024560.8	Cxxc1	chr18:74349195-74354567	protein_coding	+
ENSMUSG00000118151.2	Gm5690	chr18:74373961-74374595	processed_pseudogene	+
ENSMUSG00000024561.12	Mbd1	chr18:74400676-74415803	protein_coding	+
ENSMUSG00000035394.12	Cfap53	chr18:74416161-74493057	protein_coding	+
ENSMUSG00000095419.2	Gm14328	chr18:74436595-74437002	processed_pseudogene	-
ENSMUSG00000117898.2	Gm8986	chr18:74533679-74534118	processed_pseudogene	+
ENSMUSG00000118303.2	Gm50168	chr18:74553876-74554599	processed_pseudogene	+
ENSMUSG00000025885.19	Myo5b	chr18:74574007-74904564	protein_coding	+
ENSMUSG00000086333.2	1700120E14Rik	chr18:74658211-74664195	lncRNA	-
ENSMUSG00000088689.3	Scarna17	chr18:74911462-74911540	scaRNA	-
ENSMUSG00000089235.3	Gm23119	chr18:74911632-74911771	scaRNA	-
ENSMUSG00000036880.11	Acaa2	chr18:74912268-74939279	protein_coding	+
ENSMUSG00002075900.1	ENSMUSG00002075900	chr18:75039385-75039505	snoRNA	-
ENSMUSG00000117754.2	Rpl37a-ps2	chr18:75043193-75043458	processed_pseudogene	-
ENSMUSG00002075101.1	ENSMUSG00002075101	chr18:75043223-75043304	miRNA	-
ENSMUSG00000117767.2	Gm18786	chr18:75069351-75071391	processed_pseudogene	+
ENSMUSG00000053846.6	Lipg	chr18:75072393-75094334	protein_coding	-
ENSMUSG00000118384.2	9030625G05Rik	chr18:75105835-75114618	lncRNA	-
ENSMUSG00000062328.9	Rpl17	chr18:75131629-75136452	protein_coding	+
ENSMUSG00000064871.3	Snord58b	chr18:75134129-75134194	snoRNA	+
ENSMUSG00000064647.3	Gm23301	chr18:75134526-75134590	snoRNA	+
ENSMUSG00000064844.3	Gm26202	chr18:75134951-75135015	snoRNA	+
ENSMUSG00000118144.2	Gm50313	chr18:75138249-75138675	processed_pseudogene	-
ENSMUSG00000036299.6	BC031181	chr18:75138939-75143223	protein_coding	+
ENSMUSG00000035765.11	Dym	chr18:75151852-75420035	protein_coding	+
ENSMUSG00002075461.1	5S_rRNA	chr18:75156927-75157018	rRNA	+
ENSMUSG00000094153.3	Gm8807	chr18:75315264-75315885	processed_pseudogene	-
ENSMUSG00000102047.2	2010010A06Rik	chr18:75421726-75430400	transcribed_processed_pseudogene	-
ENSMUSG00000092569.2	Gm20544	chr18:75498403-75500159	lncRNA	-
ENSMUSG00000025880.12	Smad7	chr18:75500600-75529006	protein_coding	+
ENSMUSG00000052928.10	Ctif	chr18:75564295-75830625	protein_coding	-
ENSMUSG00000097712.2	Gm10532	chr18:75647716-75655877	lncRNA	+
ENSMUSG00000118164.2	Gm20570	chr18:75900214-75900345	processed_pseudogene	+
ENSMUSG00000097302.2	1700034B16Rik	chr18:75914103-75915374	lncRNA	+
ENSMUSG00000044646.16	Zbtb7c	chr18:75953249-76281635	protein_coding	+
ENSMUSG00000118311.2	1700003O11Rik	chr18:76147282-76148748	lncRNA	-
ENSMUSG00000117797.2	2900057B20Rik	chr18:76224628-76231542	lncRNA	-
ENSMUSG00000098276.3	Mir6358	chr18:76303623-76303723	miRNA	+
ENSMUSG00000118294.2	Gm9028	chr18:76357041-76357254	processed_pseudogene	-
ENSMUSG00000118004.2	BC026513	chr18:76359774-76361929	lncRNA	-
ENSMUSG00000024563.17	Smad2	chr18:76374651-76444034	protein_coding	+
ENSMUSG00000117816.2	Gm50360	chr18:76454895-76455330	processed_pseudogene	+
ENSMUSG00000117960.2	Gm31933	chr18:76704983-76720565	lncRNA	-
ENSMUSG00000091519.2	Skor2	chr18:76944100-76988037	protein_coding	+
ENSMUSG00000090000.3	Ier3ip1	chr18:77017713-77029308	protein_coding	+
ENSMUSG00000117732.2	Gm50364	chr18:77017822-77059145	protein_coding	+
ENSMUSG00000025421.16	Hdhd2	chr18:77031788-77063003	protein_coding	+
ENSMUSG00000025420.14	Katnal2	chr18:77064844-77135004	protein_coding	-
ENSMUSG00000025423.17	Pias2	chr18:77152904-77241496	protein_coding	+
ENSMUSG00000073532.4	Gm7276	chr18:77271965-77274059	lncRNA	-
ENSMUSG00000025425.19	St8sia5	chr18:77273535-77346467	protein_coding	+
ENSMUSG00000082784.2	Gm15957	chr18:77306050-77307023	processed_pseudogene	-
ENSMUSG00000118108.2	Gm50284	chr18:77367848-77386374	lncRNA	-
ENSMUSG00000032818.17	Loxhd1	chr18:77369654-77530626	protein_coding	+
ENSMUSG00000025427.16	Rnf165	chr18:77543806-77652857	protein_coding	-
ENSMUSG00000117855.2	Gm50197	chr18:77601136-77601329	processed_pseudogene	+
ENSMUSG00000047466.11	8030462N17Rik	chr18:77719193-77802186	protein_coding	-
ENSMUSG00000077593.3	Gm26014	chr18:77770310-77770441	snoRNA	+
ENSMUSG00000056682.9	4930465K10Rik	chr18:77801910-77803149	pseudogene	+
ENSMUSG00000097666.3	A330094K24Rik	chr18:77817196-77820439	lncRNA	-
ENSMUSG00000041840.9	Haus1	chr18:77845267-77861586	protein_coding	-
ENSMUSG00000025428.16	Atp5a1	chr18:77861429-77870569	protein_coding	+
ENSMUSG00000025429.10	Pstpip2	chr18:77877614-77970579	protein_coding	+
ENSMUSG00000073529.10	F830208F22Rik	chr18:77880959-77884443	lncRNA	-
ENSMUSG00002075798.1	7SK	chr18:77894014-77894366	misc_RNA	-
ENSMUSG00000039840.9	Epg5	chr18:77981680-78078228	protein_coding	+
ENSMUSG00000091055.3	Siglec15	chr18:78086829-78100610	protein_coding	-
ENSMUSG00000059336.15	Slc14a1	chr18:78143306-78185334	protein_coding	-
ENSMUSG00000024552.17	Slc14a2	chr18:78189363-78640157	protein_coding	-
ENSMUSG00000090451.2	Gm6133	chr18:78392969-78393916	protein_coding	+
ENSMUSG00000117661.2	4931439C15Rik	chr18:78520093-78523928	lncRNA	+
ENSMUSG00000119659.1	Gm26430	chr18:78576673-78576779	snRNA	+
ENSMUSG00000088733.4	Gm23895	chr18:78691343-78691502	snRNA	+
ENSMUSG00000024548.12	Setbp1	chr18:78793595-79152606	protein_coding	-
ENSMUSG00000117936.2	Gm18978	chr18:79240050-79264271	transcribed_processed_pseudogene	+
ENSMUSG00000117828.2	Gm2116	chr18:79346772-79348377	processed_pseudogene	-
ENSMUSG00000118301.2	Gm20593	chr18:79391649-79391914	processed_pseudogene	+
ENSMUSG00000087717.3	Gm25824	chr18:79596772-79596892	snoRNA	-
ENSMUSG00000118130.2	Gm50176	chr18:79617729-79618575	processed_pseudogene	-
ENSMUSG00000117787.2	Gm50177	chr18:79713097-79713408	processed_pseudogene	+
ENSMUSG00000117709.2	Gm50178	chr18:79743501-79744472	processed_pseudogene	-
ENSMUSG00000117963.2	Gm19062	chr18:79902870-79905114	processed_pseudogene	-
ENSMUSG00000098165.2	Gm26977	chr18:79918802-79919797	processed_pseudogene	-
ENSMUSG00000117669.2	Gm5509	chr18:79977547-79978776	processed_pseudogene	+
ENSMUSG00000117722.2	Gm18910	chr18:79979367-79980168	processed_pseudogene	+
ENSMUSG00000117813.2	Gm5823	chr18:80002221-80002754	processed_pseudogene	+
ENSMUSG00000117759.2	AA684185	chr18:80055605-80056234	transcribed_processed_pseudogene	+
ENSMUSG00000118176.2	Gm50179	chr18:80056473-80056734	processed_pseudogene	+
ENSMUSG00000118357.2	Gm36627	chr18:80059500-80059745	processed_pseudogene	+
ENSMUSG00000118304.2	Gm36718	chr18:80062769-80063014	processed_pseudogene	+
ENSMUSG00000117949.2	Gm50180	chr18:80063394-80063646	processed_pseudogene	+
ENSMUSG00000117857.2	Gm50190	chr18:80066025-80066270	processed_pseudogene	+
ENSMUSG00000117851.2	Gm50192	chr18:80069308-80069553	processed_pseudogene	+
ENSMUSG00000117933.2	Gm50193	chr18:80072571-80072816	processed_pseudogene	+
ENSMUSG00000056214.10	Pard6g	chr18:80090105-80162854	protein_coding	+
ENSMUSG00000118269.2	Gm50195	chr18:80130021-80130775	TEC	+
ENSMUSG00000096597.2	Gm21886	chr18:80132512-80133177	protein_coding	-
ENSMUSG00000053950.11	Adnp2	chr18:80169526-80194697	protein_coding	-
ENSMUSG00000118373.2	Gm41787	chr18:80201136-80205777	lncRNA	-
ENSMUSG00000117904.2	Gm7447	chr18:80205967-80206729	processed_pseudogene	+
ENSMUSG00000118061.2	Rbfaos	chr18:80229454-80236784	lncRNA	+
ENSMUSG00000118244.2	Gm46629	chr18:80231983-80232285	processed_pseudogene	-
ENSMUSG00000024570.8	Rbfa	chr18:80235480-80243873	protein_coding	-
ENSMUSG00000024571.16	Naa12	chr18:80249980-80255956	protein_coding	+
ENSMUSG00000057130.13	Txnl4a	chr18:80250010-80269070	protein_coding	+
ENSMUSG00000078963.4	Hsbp1l1	chr18:80272973-80290317	protein_coding	-
ENSMUSG00000034006.18	Slc66a2	chr18:80296507-80335940	protein_coding	+
ENSMUSG00000059852.8	Kcng2	chr18:80337761-80407469	protein_coding	-
ENSMUSG00000102959.2	Gm37015	chr18:80345375-80346895	TEC	-
ENSMUSG00000097593.3	Gm26676	chr18:80366550-80369820	lncRNA	+
ENSMUSG00000102260.2	D330025C20Rik	chr18:80405996-80409041	TEC	+
ENSMUSG00000033323.15	Ctdp1	chr18:80451174-80512910	protein_coding	-
ENSMUSG00000118070.2	Gm50209	chr18:80512072-80519751	lncRNA	+
ENSMUSG00000118319.2	Gm2176	chr18:80585107-80587761	transcribed_processed_pseudogene	-
ENSMUSG00000118379.2	Gm41790	chr18:80615039-80649026	lncRNA	-
ENSMUSG00000033016.17	Nfatc1	chr18:80649420-80756286	protein_coding	-
ENSMUSG00000118265.2	Gm50211	chr18:80748405-80750975	lncRNA	+
ENSMUSG00000024566.11	Atp9b	chr18:80777356-80977275	protein_coding	-
ENSMUSG00000114891.2	Gm47272	chr18:80865462-80881706	lncRNA	+
ENSMUSG00000114756.2	Gm47273	chr18:80897524-80897942	processed_pseudogene	+
ENSMUSG00002075248.1	ENSMUSG00002075248	chr18:80968951-80969020	miRNA	-
ENSMUSG00000024565.11	Sall3	chr18:81009591-81029986	protein_coding	-
ENSMUSG00000098720.2	Gm27239	chr18:81030671-81031790	lncRNA	+
ENSMUSG00000118235.2	Gm7503	chr18:81040218-81040598	processed_pseudogene	-
ENSMUSG00000089257.3	Gm25718	chr18:81069988-81070105	snRNA	+
ENSMUSG00000118268.2	Gm50424	chr18:81090039-81093597	lncRNA	+
ENSMUSG00000118262.2	Gm50423	chr18:81126279-81141299	lncRNA	+
ENSMUSG00000097181.2	4930594M17Rik	chr18:81269419-81279281	lncRNA	-
ENSMUSG00000117717.2	Gm30192	chr18:81307906-81374694	lncRNA	+
ENSMUSG00000118227.2	Gm30288	chr18:81477398-81501114	lncRNA	-
ENSMUSG00000118300.2	Gm50412	chr18:81523572-81558983	lncRNA	+
ENSMUSG00000117870.2	Gm41792	chr18:81671061-81680962	lncRNA	-
ENSMUSG00000118172.2	Gm50414	chr18:81685324-81692156	lncRNA	-
ENSMUSG00000118363.2	Gm50290	chr18:81751751-81757032	lncRNA	+
ENSMUSG00000118073.2	Gm50291	chr18:81765404-81767838	lncRNA	+
ENSMUSG00000118254.2	Gm46614	chr18:81815274-81865684	lncRNA	+
ENSMUSG00000117892.2	Gm30454	chr18:81887567-81893231	lncRNA	-
ENSMUSG00000117817.2	Gm50292	chr18:81956344-81959943	lncRNA	-
ENSMUSG00000117923.2	Gm30593	chr18:81977122-82012696	lncRNA	+
ENSMUSG00000077599.3	Gm26012	chr18:82024284-82024411	snoRNA	+
ENSMUSG00000093036.3	Mir5127	chr18:82035225-82035295	miRNA	-
ENSMUSG00000118278.2	Gm50293	chr18:82039049-82039964	TEC	+
ENSMUSG00000117913.2	Gm50294	chr18:82262685-82276635	lncRNA	-
ENSMUSG00000117663.2	Gm50297	chr18:82279187-82279387	unprocessed_pseudogene	-
ENSMUSG00000118279.2	Gm50298	chr18:82299410-82301850	lncRNA	+
ENSMUSG00000118057.2	B020010K11Rik	chr18:82354375-82379725	lncRNA	-
ENSMUSG00000058625.7	Gm17383	chr18:82356587-82357941	processed_pseudogene	+
ENSMUSG00002075868.1	U1	chr18:82374102-82374231	snRNA	-
ENSMUSG00000024553.9	Galr1	chr18:82410505-82424902	protein_coding	-
ENSMUSG00000118256.2	Gm50303	chr18:82432490-82433162	processed_pseudogene	+
ENSMUSG00000041607.18	Mbp	chr18:82493271-82603762	protein_coding	+
ENSMUSG00000061684.7	Rpl21-ps8	chr18:82541664-82542146	processed_pseudogene	-
ENSMUSG00000041258.19	Zfp236	chr18:82611718-82711008	protein_coding	-
ENSMUSG00000118160.2	Gm50347	chr18:82669178-82671816	unprocessed_pseudogene	+
ENSMUSG00000097141.3	Gm10524	chr18:82710409-82712301	TEC	+
ENSMUSG00000118012.2	Gm46620	chr18:82712412-82719461	lncRNA	+
ENSMUSG00000117824.2	Gm50350	chr18:82720557-82724299	lncRNA	+
ENSMUSG00000117842.2	Gm41793	chr18:82730920-82744304	lncRNA	-
ENSMUSG00000117888.2	Gm50351	chr18:82736093-82738703	lncRNA	+
ENSMUSG00000092638.3	Mir5112	chr18:82738406-82738465	miRNA	+
ENSMUSG00000117849.2	Gm50355	chr18:82747904-82748106	processed_pseudogene	-
ENSMUSG00000101773.2	2210420H20Rik	chr18:82772630-82777166	lncRNA	-
ENSMUSG00000118085.2	Gm50356	chr18:82776843-82780526	lncRNA	+
ENSMUSG00000097738.3	4930445N18Rik	chr18:82874019-82888729	lncRNA	+
ENSMUSG00000117762.2	Gm30889	chr18:82920203-82923801	lncRNA	+
ENSMUSG00000058881.14	Zfp516	chr18:82928788-83023439	protein_coding	+
ENSMUSG00000118339.2	4930592I03Rik	chr18:82936528-82938685	lncRNA	-
ENSMUSG00000118094.2	Gm52988	chr18:83030028-83096980	lncRNA	+
ENSMUSG00000117976.2	Gm50437	chr18:83030788-83039280	lncRNA	-
ENSMUSG00000100430.3	1700095A13Rik	chr18:83093433-83126015	lncRNA	-
ENSMUSG00000118333.2	4921531P14Rik	chr18:83310896-83344009	lncRNA	-
ENSMUSG00002074865.1	U1	chr18:83373324-83373489	snRNA	-
ENSMUSG00000117783.2	Gm31265	chr18:83373710-83386270	lncRNA	+
ENSMUSG00000117993.2	Gm31503	chr18:83379360-83389475	lncRNA	-
ENSMUSG00000117715.2	Gm50413	chr18:83410683-83417746	lncRNA	-
ENSMUSG00000118060.2	4933401L05Rik	chr18:83435779-83441604	lncRNA	-
ENSMUSG00000118156.2	Gm7569	chr18:83506137-83506647	processed_pseudogene	-
ENSMUSG00000118387.2	Gm50415	chr18:83508539-83512542	lncRNA	+
ENSMUSG00000118175.2	Gm50416	chr18:83514346-83543429	lncRNA	-
ENSMUSG00000117658.2	Gm50417	chr18:83618513-83621227	lncRNA	-
ENSMUSG00000118222.2	Gm50418	chr18:83642925-83644201	lncRNA	+
ENSMUSG00000118200.2	Gm31621	chr18:83651766-83656210	lncRNA	-
ENSMUSG00000118024.2	Gm50419	chr18:83825742-83845731	lncRNA	-
ENSMUSG00000117826.2	Gm50420	chr18:83923921-83924067	processed_pseudogene	+
ENSMUSG00000117894.2	Gm50421	chr18:84006120-84006210	processed_pseudogene	+
ENSMUSG00000046982.12	Tshz1	chr18:84029752-84105831	protein_coding	-
ENSMUSG00000049090.4	Zadh2	chr18:84106188-84115653	protein_coding	+
ENSMUSG00000118225.2	Gm31854	chr18:84115785-84120391	lncRNA	-
ENSMUSG00000117915.2	Gm50309	chr18:84128911-84130033	lncRNA	-
ENSMUSG00000048410.18	Zfp407	chr18:84146152-84607850	protein_coding	-
ENSMUSG00000118385.2	Gm50311	chr18:84221049-84227799	lncRNA	+
ENSMUSG00000102951.2	Gm37216	chr18:84390794-84394271	TEC	-
ENSMUSG00000056162.15	Cndp1	chr18:84628634-84668220	protein_coding	-
ENSMUSG00000117676.2	Gm50314	chr18:84643870-84659031	lncRNA	+
ENSMUSG00000092056.3	Gm7289	chr18:84677057-84677969	processed_pseudogene	-
ENSMUSG00000024644.18	Cndp2	chr18:84685590-84703827	protein_coding	-
ENSMUSG00000118152.2	Gm2390	chr18:84730701-84731597	processed_pseudogene	+
ENSMUSG00000089760.2	D030046N08Rik	chr18:84737129-84738900	lncRNA	-
ENSMUSG00000047992.12	Dipk1c	chr18:84737361-84758561	protein_coding	+
